datetime_local,datetime_UTC,level_cm,Q_Ls,asdn_perm,rainfall_mm,temp_c,NO3_mgL,NO3_uM,grabNO3_mgL,grabNO3_uM,seasonalPeriod
4/27/2022 21:45,2022-04-28T02:45:00Z,42.187368,23.9113318,3395,0,14.888,0.034078587,0.549611185,NA,NA,wet
4/27/2022 22:00,2022-04-28T03:00:00Z,42.190416,23.92703961,3395,0,14.7,0.033589636,0.541725507,NA,NA,wet
4/27/2022 22:15,2022-04-28T03:15:00Z,42.233088,24.14791526,3395,0,14.575,0.033713591,0.543724626,NA,NA,wet
4/27/2022 22:30,2022-04-28T03:30:00Z,42.15384,23.73915064,3395,0,14.388,0.034589117,0.557844889,NA,NA,wet
4/27/2022 22:45,2022-04-28T03:45:00Z,42.129456,23.61462196,3395,0,14.263,0.033904173,0.546798278,NA,NA,wet
4/27/2022 23:00,2022-04-28T04:00:00Z,42.09288,23.4289189,3395,0,14.138,0.033301317,0.537075573,NA,NA,wet
4/27/2022 23:15,2022-04-28T04:15:00Z,42.0624,23.27516037,3395,0,14.013,0.03304403,0.532926102,NA,NA,wet
4/27/2022 23:30,2022-04-28T04:30:00Z,42.038016,23.15280084,3395,0,13.888,0.032540818,0.524810427,NA,NA,wet
NA,2022-04-28T04:45:00Z,42.056304,23.24451666,3395,0,NA,0.033545275,0.541010067,NA,NA,wet
4/28/2022 0:00,2022-04-28T05:00:00Z,NA,NA,3395,0,13.7,NA,NA,NA,NA,wet
4/28/2022 0:15,2022-04-28T05:15:00Z,41.977056,22.84940297,3395,0,13.575,0.032849227,0.529784378,NA,NA,wet
4/28/2022 0:30,2022-04-28T05:30:00Z,41.989248,22.9097979,3395,0,13.45,0.032267431,0.520401309,NA,NA,wet
4/28/2022 0:45,2022-04-28T05:45:00Z,41.958768,22.75907625,3395,0,13.388,0.032842747,0.529679867,NA,NA,wet
4/28/2022 1:00,2022-04-28T06:00:00Z,41.949624,22.71403217,3395,0,13.325,0.032671124,0.526911975,NA,NA,wet
4/28/2022 1:15,2022-04-28T06:15:00Z,41.919144,22.56445772,3395,0,13.2,0.032602576,0.525806443,NA,NA,wet
4/28/2022 1:30,2022-04-28T06:30:00Z,41.885616,22.40093885,3395,0,13.138,0.032686563,0.527160968,NA,NA,wet
4/28/2022 1:45,2022-04-28T06:45:00Z,41.882568,22.38612593,3395,0,13.013,0.033315855,0.537310032,NA,NA,wet
4/28/2022 2:00,2022-04-28T07:00:00Z,41.87952,22.37132172,3395,0,12.95,0.03286743,0.530077943,NA,NA,wet
4/28/2022 2:15,2022-04-28T07:15:00Z,41.84904,22.22375818,3395,0,12.825,0.031604688,0.509712745,NA,NA,wet
NA,2022-04-28T07:30:00Z,41.830752,22.13563644,3395,0,NA,0.0317264,0.511675694,NA,NA,wet
4/28/2022 2:45,2022-04-28T07:45:00Z,41.78808,21.9312273,3395,0,12.638,NA,NA,NA,NA,wet
4/28/2022 3:00,2022-04-28T08:00:00Z,41.791128,21.94577204,3395,0,12.575,0.032366888,0.522005327,NA,NA,wet
NA,2022-04-28T08:15:00Z,41.781984,21.90216355,3395,0,NA,0.032243078,0.520008554,NA,NA,wet
4/28/2022 3:30,2022-04-28T08:30:00Z,41.74236,21.71408328,3395,0,12.45,NA,NA,NA,NA,wet
4/28/2022 3:45,2022-04-28T08:45:00Z,41.733216,21.67088482,3395,0,12.325,0.032435467,0.523111357,NA,NA,wet
4/28/2022 4:00,2022-04-28T09:00:00Z,41.739312,21.69967529,3395,0,12.263,0.032592305,0.525640789,NA,NA,wet
4/28/2022 4:15,2022-04-28T09:15:00Z,41.699688,21.51314407,3395,0,12.138,0.032162551,0.51870983,NA,NA,wet
NA,2022-04-28T09:30:00Z,41.699688,21.51314407,3395,0,NA,0.031757036,0.512169776,NA,NA,wet
4/28/2022 4:45,2022-04-28T09:45:00Z,41.672256,21.3848444,3395,0,12.013,NA,NA,NA,NA,wet
4/28/2022 5:00,2022-04-28T10:00:00Z,41.657016,21.31386144,3395,0,11.95,0.032361387,0.521916601,NA,NA,wet
4/28/2022 5:15,2022-04-28T10:15:00Z,41.611296,21.10216904,3395,0,11.888,0.031872797,0.51403674,NA,NA,wet
4/28/2022 5:30,2022-04-28T10:30:00Z,41.614344,21.11622342,3395,0,11.825,0.031265271,0.50423872,NA,NA,wet
4/28/2022 5:45,2022-04-28T10:45:00Z,41.583864,20.97605371,3395,0,11.763,0.032632052,0.526281828,NA,NA,wet
4/28/2022 6:00,2022-04-28T11:00:00Z,41.565576,20.89234993,3395,0,11.638,0.031974845,0.515682543,NA,NA,wet
4/28/2022 6:15,2022-04-28T11:15:00Z,41.571672,20.9202181,3395,0,11.638,0.031460847,0.507392921,NA,NA,wet
4/28/2022 6:30,2022-04-28T11:30:00Z,41.538144,20.76735159,3395,0,11.513,0.031697403,0.511208033,NA,NA,wet
4/28/2022 6:45,2022-04-28T11:45:00Z,41.532048,20.73966474,3395,0,11.513,0.030813564,0.496953694,NA,NA,wet
4/28/2022 7:00,2022-04-28T12:00:00Z,41.516808,20.67059128,3395,0,11.45,0.031352396,0.505643844,NA,NA,wet
4/28/2022 7:15,2022-04-28T12:15:00Z,41.492424,20.56049955,3395,0,11.45,0.030813363,0.496950451,NA,NA,wet
NA,2022-04-28T12:30:00Z,41.486328,20.53305828,3395,0,NA,0.032670441,0.526900957,NA,NA,wet
4/28/2022 7:45,2022-04-28T12:45:00Z,41.477184,20.4919575,3395,0,11.45,NA,NA,NA,NA,wet
4/28/2022 8:00,2022-04-28T13:00:00Z,41.48328,20.51934988,3395,0,11.45,0.030589169,0.493334699,NA,NA,wet
NA,2022-04-28T13:15:00Z,41.507664,20.62924555,3395,0,NA,0.030983113,0.499688143,NA,NA,wet
4/28/2022 8:30,2022-04-28T13:30:00Z,41.507664,20.62924555,3395,0,11.575,NA,NA,NA,NA,wet
4/28/2022 8:45,2022-04-28T13:45:00Z,41.556432,20.85060962,3395,0,11.638,0.031678838,0.51090862,NA,NA,wet
4/28/2022 9:00,2022-04-28T14:00:00Z,41.538144,20.76735159,3395,0,11.7,0.03084828,0.497513587,NA,NA,wet
NA,2022-04-28T14:15:00Z,41.580816,20.96208239,3395,0,NA,0.031603922,0.509700388,NA,NA,wet
4/28/2022 9:30,2022-04-28T14:30:00Z,41.626536,21.17252431,3395,0,11.95,NA,NA,NA,NA,wet
4/28/2022 9:45,2022-04-28T14:45:00Z,41.660064,21.32804123,3395,0,12.075,0.029951018,0.483042765,NA,NA,wet
4/28/2022 10:00,2022-04-28T15:00:00Z,41.699688,21.51314407,3395,0,12.2,0.030548228,0.492674424,NA,NA,wet
NA,2022-04-28T15:15:00Z,41.6814,21.42753508,3395,0,NA,0.029707591,0.479116831,NA,NA,wet
4/28/2022 10:30,2022-04-28T15:30:00Z,41.745408,21.72849979,3395,0,12.513,NA,NA,NA,NA,wet
4/28/2022 10:45,2022-04-28T15:45:00Z,41.754552,21.77180044,3395,0,12.7,0.029835201,0.481174899,NA,NA,wet
4/28/2022 11:00,2022-04-28T16:00:00Z,41.806368,22.01862459,3395,0,12.888,0.029781076,0.480301981,NA,NA,wet
4/28/2022 11:15,2022-04-28T16:15:00Z,41.815512,22.06243936,3395,0,13.075,0.029027634,0.468150638,NA,NA,wet
NA,2022-04-28T16:30:00Z,41.86428,22.29743131,3395,0,NA,0.029506753,0.475877759,NA,NA,wet
4/28/2022 11:45,2022-04-28T16:45:00Z,41.919144,22.56445772,3395,0,13.513,NA,NA,NA,NA,wet
4/28/2022 12:00,2022-04-28T17:00:00Z,41.937432,22.65409683,3395,0,13.825,0.029168549,0.470423286,NA,NA,wet
4/28/2022 12:15,2022-04-28T17:15:00Z,41.995344,22.9400486,3395,0,14.075,0.028807792,0.464605082,NA,NA,wet
NA,2022-04-28T17:30:00Z,42.028872,23.10706383,3395,0,NA,0.027928626,0.450426107,NA,NA,wet
4/28/2022 12:45,2022-04-28T17:45:00Z,42.044112,23.18333693,3395,0,14.575,NA,NA,NA,NA,wet
4/28/2022 13:00,2022-04-28T18:00:00Z,42.071544,23.32119335,3395,0,14.825,0.030134017,0.48599412,NA,NA,wet
NA,2022-04-28T18:15:00Z,42.083736,23.3826967,3395,0,NA,0.030362583,0.489680375,NA,NA,wet
NA,2022-04-28T18:30:00Z,42.07764,23.351927,3395,0,NA,NA,NA,NA,NA,wet
4/28/2022 13:45,2022-04-28T18:45:00Z,42.117264,23.55257591,3395,0,15.7,NA,NA,NA,NA,wet
NA,2022-04-28T19:00:00Z,42.135552,23.6456995,3395,0,NA,0.03169566,0.511179916,NA,NA,wet
4/28/2022 14:15,2022-04-28T19:15:00Z,42.111168,23.52160732,3395,0,16.2,NA,NA,NA,NA,wet
4/28/2022 14:30,2022-04-28T19:30:00Z,42.147744,23.7079638,3395,0,16.388,0.031405418,0.506498976,NA,NA,wet
4/28/2022 14:45,2022-04-28T19:45:00Z,42.129456,23.61462196,3395,0,16.575,0.031108185,0.50170527,NA,NA,wet
4/28/2022 15:00,2022-04-28T20:00:00Z,42.132504,23.63015618,3395,0,16.7,0.029590152,0.477222805,NA,NA,wet
4/28/2022 15:15,2022-04-28T20:15:00Z,42.117264,23.55257591,3395,0,16.825,0.032271797,0.520471715,NA,NA,wet
NA,2022-04-28T20:30:00Z,42.086784,23.39809507,3395,0,NA,0.031654818,0.510521235,NA,NA,wet
4/28/2022 15:45,2022-04-28T20:45:00Z,42.09288,23.4289189,3395,0,17.013,NA,NA,NA,NA,wet
4/28/2022 16:00,2022-04-28T21:00:00Z,42.0624,23.27516037,3395,0,17.075,0.031595298,0.509561312,NA,NA,wet
4/28/2022 16:15,2022-04-28T21:15:00Z,42.065448,23.2904957,3395,0,17.138,0.03227614,0.520541762,NA,NA,wet
4/28/2022 16:30,2022-04-28T21:30:00Z,42.065448,23.2904957,3395,0,17.263,0.031146942,0.502330329,NA,NA,wet
4/28/2022 16:45,2022-04-28T21:45:00Z,42.025824,23.09183603,3395,0,17.263,0.031635767,0.510213987,NA,NA,wet
4/28/2022 17:00,2022-04-28T22:00:00Z,42.044112,23.18333693,3395,0,17.263,0.031677042,0.510879663,NA,NA,wet
4/28/2022 17:15,2022-04-28T22:15:00Z,42.01668,23.04620623,3395,0,17.263,0.030972262,0.499513133,NA,NA,wet
4/28/2022 17:30,2022-04-28T22:30:00Z,42.03192,23.12230056,3395,0,17.263,0.031040952,0.500620958,NA,NA,wet
4/28/2022 17:45,2022-04-28T22:45:00Z,42.038016,23.15280084,3395,0,17.2,0.032018463,0.516386007,NA,NA,wet
4/28/2022 18:00,2022-04-28T23:00:00Z,42.022776,23.07661717,3395,0,17.2,0.032002685,0.516131551,NA,NA,wet
4/28/2022 18:15,2022-04-28T23:15:00Z,42.022776,23.07661717,3395,0,17.2,0.030336978,0.48926743,NA,NA,wet
4/28/2022 18:30,2022-04-28T23:30:00Z,42.044112,23.18333693,3395,0,17.2,0.03087813,0.497994995,NA,NA,wet
4/28/2022 18:45,2022-04-28T23:45:00Z,42.03192,23.12230056,3395,0,17.2,0.031345811,0.505537649,NA,NA,wet
4/28/2022 19:00,2022-04-29T00:00:00Z,42.044112,23.18333693,3395,0,17.138,0.031501101,0.508042124,NA,NA,wet
4/28/2022 19:15,2022-04-29T00:15:00Z,42.053256,23.22920827,3395,0,17.075,0.031069638,0.501083591,NA,NA,wet
4/28/2022 19:30,2022-04-29T00:30:00Z,42.04716,23.19861841,3395,0,17.013,0.032840799,0.529648444,NA,NA,wet
4/28/2022 19:45,2022-04-29T00:45:00Z,42.044112,23.18333693,3395,0,16.888,0.032134915,0.518264113,NA,NA,wet
NA,2022-04-29T01:00:00Z,42.065448,23.2904957,3395,0,NA,0.031422742,0.506778372,NA,NA,wet
4/28/2022 20:15,2022-04-29T01:15:00Z,42.059352,23.25983402,3395,0,16.575,NA,NA,NA,NA,wet
4/28/2022 20:30,2022-04-29T01:30:00Z,42.050208,23.21390886,3395,0,16.388,0.031192977,0.503072772,NA,NA,wet
4/28/2022 20:45,2022-04-29T01:45:00Z,42.025824,23.09183603,3395,0,16.2,0.031406296,0.506513133,NA,NA,wet
4/28/2022 21:00,2022-04-29T02:00:00Z,42.01668,23.04620623,3395,0,16.013,0.031084081,0.501316524,NA,NA,wet
4/28/2022 21:15,2022-04-29T02:15:00Z,42.022776,23.07661717,3395,0,15.825,0.031100376,0.501579327,NA,NA,wet
NA,2022-04-29T02:30:00Z,41.9862,22.89468586,3395,0,NA,0.032357194,0.521848981,NA,NA,wet
4/28/2022 21:45,2022-04-29T02:45:00Z,41.967912,22.80419981,3395,0,15.513,NA,NA,NA,NA,wet
NA,2022-04-29T03:00:00Z,41.989248,22.9097979,3395,0,NA,0.031051272,0.500787389,NA,NA,wet
4/28/2022 22:15,2022-04-29T03:15:00Z,41.967912,22.80419981,3395,0,15.2,NA,NA,NA,NA,wet
4/28/2022 22:30,2022-04-29T03:30:00Z,41.946576,22.69903512,3395,0,15.075,0.030750746,0.49594058,NA,NA,wet
4/28/2022 22:45,2022-04-29T03:45:00Z,41.92524,22.59430228,3395,0,14.95,0.031633645,0.510179763,NA,NA,wet
4/28/2022 23:00,2022-04-29T04:00:00Z,41.928288,22.60923774,3395,0,14.825,0.031184899,0.502942494,NA,NA,wet
4/28/2022 23:15,2022-04-29T04:15:00Z,41.92524,22.59430228,3395,0,14.7,0.030640003,0.49415454,NA,NA,wet
4/28/2022 23:30,2022-04-29T04:30:00Z,41.903904,22.48999973,3395,0,14.575,0.029916324,0.482483221,NA,NA,wet
4/28/2022 23:45,2022-04-29T04:45:00Z,41.888664,22.4157605,3395,0,14.45,0.030251964,0.487896342,NA,NA,wet
4/29/2022 0:00,2022-04-29T05:00:00Z,NA,NA,3395,0,14.388,0.029946515,0.482970132,NA,NA,wet
4/29/2022 0:15,2022-04-29T05:15:00Z,41.861232,22.28267932,3395,0,14.263,0.03055688,0.492813954,NA,NA,wet
4/29/2022 0:30,2022-04-29T05:30:00Z,41.858184,22.26793601,3395,0,14.138,0.029920716,0.482554056,NA,NA,wet
4/29/2022 0:45,2022-04-29T05:45:00Z,41.873424,22.34173945,3395,0,14.075,0.03039815,0.490253991,NA,NA,wet
4/29/2022 1:00,2022-04-29T06:00:00Z,41.836848,22.16497574,3395,0,13.95,0.029272549,0.472100574,NA,NA,wet
4/29/2022 1:15,2022-04-29T06:15:00Z,41.845992,22.20904957,3395,0,13.888,0.030766265,0.496190867,NA,NA,wet
4/29/2022 1:30,2022-04-29T06:30:00Z,41.8338,22.15030177,3395,0,13.763,0.029807633,0.480730279,NA,NA,wet
4/29/2022 1:45,2022-04-29T06:45:00Z,41.830752,22.13563644,3395,0,13.763,0.030385508,0.490050115,NA,NA,wet
4/29/2022 2:00,2022-04-29T07:00:00Z,41.821608,22.09169231,3395,0,13.638,0.030391516,0.490147006,NA,NA,wet
4/29/2022 2:15,2022-04-29T07:15:00Z,41.836848,22.16497574,3395,0,13.575,0.030200281,0.487062815,NA,NA,wet
4/29/2022 2:30,2022-04-29T07:30:00Z,41.809416,22.0332209,3395,0,13.45,0.0304605,0.491259565,NA,NA,wet
4/29/2022 2:45,2022-04-29T07:45:00Z,41.806368,22.01862459,3395,0,13.45,0.030528999,0.492364293,NA,NA,wet
NA,2022-04-29T08:00:00Z,41.794176,21.96032536,3395,0,NA,0.029720542,0.479325697,NA,NA,wet
4/29/2022 3:15,2022-04-29T08:15:00Z,41.821608,22.09169231,3395,0,13.263,NA,NA,NA,NA,wet
4/29/2022 3:30,2022-04-29T08:30:00Z,41.812464,22.04782583,3395,0,13.263,0.030974613,0.499551055,NA,NA,wet
4/29/2022 3:45,2022-04-29T08:45:00Z,41.781984,21.90216355,3395,0,13.2,0.031023827,0.500344756,NA,NA,wet
4/29/2022 4:00,2022-04-29T09:00:00Z,41.77284,21.8586322,3395,0,13.138,0.031000168,0.499963201,NA,NA,wet
4/29/2022 4:15,2022-04-29T09:15:00Z,41.769792,21.84413887,3395,0,13.075,0.030946322,0.499094779,NA,NA,wet
4/29/2022 4:30,2022-04-29T09:30:00Z,41.766744,21.8296541,3395,0,13.075,0.0314042,0.506479328,NA,NA,wet
4/29/2022 4:45,2022-04-29T09:45:00Z,41.775888,21.87313409,3395,0,13.013,0.031475689,0.507632277,NA,NA,wet
4/29/2022 5:00,2022-04-29T10:00:00Z,41.751504,21.75735837,3395,0,12.95,0.029547073,0.476528031,NA,NA,wet
4/29/2022 5:15,2022-04-29T10:15:00Z,41.748456,21.74292482,3395,0,12.95,0.031576231,0.509253804,NA,NA,wet
4/29/2022 5:30,2022-04-29T10:30:00Z,41.760648,21.80071019,3395,0,12.95,0.03081277,0.496940888,NA,NA,wet
4/29/2022 5:45,2022-04-29T10:45:00Z,41.733216,21.67088482,3395,0,12.888,0.030940457,0.499000193,NA,NA,wet
NA,2022-04-29T11:00:00Z,41.717976,21.59905733,3395,0,NA,0.030903383,0.498402279,NA,NA,wet
4/29/2022 6:15,2022-04-29T11:15:00Z,41.717976,21.59905733,3395,0,12.825,NA,NA,NA,NA,wet
4/29/2022 6:30,2022-04-29T11:30:00Z,41.699688,21.51314407,3395,0,12.825,0.031667917,0.510732488,NA,NA,wet
4/29/2022 6:45,2022-04-29T11:45:00Z,41.69664,21.4988548,3395,0,12.825,0.030133026,0.485978145,NA,NA,wet
4/29/2022 7:00,2022-04-29T12:00:00Z,41.705784,21.54174797,3395,0,12.825,0.030527904,0.492346634,NA,NA,wet
4/29/2022 7:15,2022-04-29T12:15:00Z,41.71188,21.57038571,3395,0,12.825,0.031126096,0.501994127,NA,NA,wet
4/29/2022 7:30,2022-04-29T12:30:00Z,41.71188,21.57038571,3395,0,12.825,0.031094838,0.501490005,NA,NA,wet
4/29/2022 7:45,2022-04-29T12:45:00Z,41.736264,21.6852758,3395,0,12.825,0.030053212,0.484690922,NA,NA,wet
4/29/2022 8:00,2022-04-29T13:00:00Z,41.733216,21.67088482,3395,0,12.888,0.031855645,0.513760115,NA,NA,wet
4/29/2022 8:15,2022-04-29T13:15:00Z,41.760648,21.80071019,3395,0,12.888,0.030254632,0.487939376,NA,NA,wet
NA,2022-04-29T13:30:00Z,41.745408,21.72849979,3395,0,NA,0.030496243,0.49183602,NA,NA,wet
4/29/2022 8:45,2022-04-29T13:45:00Z,41.760648,21.80071019,3395,0,13.075,NA,NA,NA,NA,wet
4/29/2022 9:00,2022-04-29T14:00:00Z,41.821608,22.09169231,3395,0,13.2,0.029974001,0.483413425,NA,NA,wet
4/29/2022 9:15,2022-04-29T14:15:00Z,41.797224,21.97488727,3395,0,13.263,0.030978486,0.49961352,NA,NA,wet
4/29/2022 9:30,2022-04-29T14:30:00Z,41.836848,22.16497574,3395,0,13.325,0.030043097,0.484527795,NA,NA,wet
4/29/2022 9:45,2022-04-29T14:45:00Z,41.827704,22.12097976,3395,0,13.45,0.029489917,0.475606227,NA,NA,wet
4/29/2022 10:00,2022-04-29T15:00:00Z,41.855136,22.25320139,3395,0,13.575,0.030396819,0.490232526,NA,NA,wet
4/29/2022 10:15,2022-04-29T15:15:00Z,41.87952,22.37132172,3395,0,13.638,0.028928415,0.466550474,NA,NA,wet
4/29/2022 10:30,2022-04-29T15:30:00Z,41.867328,22.31219199,3395,0,13.763,0.028559108,0.460594367,NA,NA,wet
4/29/2022 10:45,2022-04-29T15:45:00Z,41.91,22.51975665,3395,0,13.888,0.029807902,0.480734618,NA,NA,wet
4/29/2022 11:00,2022-04-29T16:00:00Z,41.900856,22.47513441,3395,0,14.075,0.02850741,0.459760606,NA,NA,wet
4/29/2022 11:15,2022-04-29T16:15:00Z,41.931336,22.62418198,3395,0,14.263,0.030164959,0.486493142,NA,NA,wet
4/29/2022 11:30,2022-04-29T16:30:00Z,NA,NA,3395,0,14.45,0.029646382,0.478129667,NA,NA,wet
4/29/2022 11:45,2022-04-29T16:45:00Z,41.946576,22.69903512,3395,0,14.638,0.030229171,0.487528749,NA,NA,wet
4/29/2022 12:00,2022-04-29T17:00:00Z,41.943528,22.68404688,3395,0,14.825,0.029137651,0.469924973,NA,NA,wet
4/29/2022 12:15,2022-04-29T17:15:00Z,41.967912,22.80419981,3395,0,15.075,0.030119663,0.485762623,NA,NA,wet
NA,2022-04-29T17:30:00Z,41.992296,22.92491881,3395,0,NA,0.029225488,0.471341588,NA,NA,wet
4/29/2022 12:45,2022-04-29T17:45:00Z,42.01668,23.04620623,3395,0,15.45,NA,NA,NA,NA,wet
4/29/2022 13:00,2022-04-29T18:00:00Z,42.019728,23.06140724,3395,0,15.638,0.029557611,0.476697993,NA,NA,wet
4/29/2022 13:15,2022-04-29T18:15:00Z,42.013632,23.03101413,3395,0,15.825,0.030477997,0.491541755,NA,NA,wet
4/29/2022 13:30,2022-04-29T18:30:00Z,42.007536,23.00065669,3395,0,16.013,0.029393393,0.474049524,NA,NA,wet
4/29/2022 13:45,2022-04-29T18:45:00Z,42.056304,23.24451666,3395,0,16.263,0.030482425,0.49161317,NA,NA,wet
4/29/2022 14:00,2022-04-29T19:00:00Z,42.007536,23.00065669,3395,0,16.575,0.030601139,0.493527751,NA,NA,wet
4/29/2022 14:15,2022-04-29T19:15:00Z,41.983152,22.8795827,3395,0,16.638,0.030391444,0.490145836,NA,NA,wet
4/29/2022 14:30,2022-04-29T19:30:00Z,41.967912,22.80419981,3395,0,16.7,0.031028391,0.500418377,NA,NA,wet
4/29/2022 14:45,2022-04-29T19:45:00Z,41.977056,22.84940297,3395,0,16.763,0.0309926,0.499841137,NA,NA,wet
4/29/2022 15:00,2022-04-29T20:00:00Z,41.980104,22.8644884,3395,0,16.888,0.03109817,0.501543749,NA,NA,wet
NA,2022-04-29T20:15:00Z,41.97096,22.81925868,3395,0,NA,0.031199435,0.503176923,NA,NA,wet
4/29/2022 15:30,2022-04-29T20:30:00Z,41.974008,22.83432639,3395,0,17.013,NA,NA,NA,NA,wet
4/29/2022 15:45,2022-04-29T20:45:00Z,41.964864,22.78914978,3395,0,17.075,0.03091165,0.498535595,NA,NA,wet
4/29/2022 16:00,2022-04-29T21:00:00Z,41.961816,22.7741086,3395,0,17.2,0.030822924,0.497104646,NA,NA,wet
NA,2022-04-29T21:15:00Z,41.964864,22.78914978,3395,0,NA,0.030066654,0.484907708,NA,NA,wet
4/29/2022 16:30,2022-04-29T21:30:00Z,41.952672,22.72903804,3395,0,17.388,NA,NA,NA,NA,wet
4/29/2022 16:45,2022-04-29T21:45:00Z,41.937432,22.65409683,3395,0,17.388,0.031565316,0.50907776,NA,NA,wet
4/29/2022 17:00,2022-04-29T22:00:00Z,41.919144,22.56445772,3395,0,17.388,0.030705817,0.495215969,NA,NA,wet
4/29/2022 17:15,2022-04-29T22:15:00Z,41.897808,22.46027782,3395,0,17.388,0.030544176,0.492609071,NA,NA,wet
4/29/2022 17:30,2022-04-29T22:30:00Z,41.891712,22.43059087,3395,0,17.388,0.030936741,0.498940265,NA,NA,wet
4/29/2022 17:45,2022-04-29T22:45:00Z,41.885616,22.40093885,3395,0,17.325,0.030626577,0.493938016,NA,NA,wet
4/29/2022 18:00,2022-04-29T23:00:00Z,41.882568,22.38612593,3395,0,17.325,0.031189056,0.503009533,NA,NA,wet
4/29/2022 18:15,2022-04-29T23:15:00Z,41.888664,22.4157605,3395,0,17.263,0.03099293,0.499846461,NA,NA,wet
4/29/2022 18:30,2022-04-29T23:30:00Z,41.891712,22.43059087,3395,0,17.263,0.031469701,0.507535715,NA,NA,wet
4/29/2022 18:45,2022-04-29T23:45:00Z,41.888664,22.4157605,3395,0,17.2,0.03060685,0.493619859,NA,NA,wet
4/29/2022 19:00,2022-04-30T00:00:00Z,41.888664,22.4157605,3395,0,17.2,0.031154277,0.502448634,NA,NA,wet
4/29/2022 19:15,2022-04-30T00:15:00Z,41.891712,22.43059087,3395,0,17.138,0.030957372,0.499272995,NA,NA,wet
4/29/2022 19:30,2022-04-30T00:30:00Z,41.885616,22.40093885,3395,0,17.138,0.031009397,0.500112034,NA,NA,wet
4/29/2022 19:45,2022-04-30T00:45:00Z,41.900856,22.47513441,3395,0,17.075,0.031016551,0.50022741,NA,NA,wet
4/29/2022 20:00,2022-04-30T01:00:00Z,41.903904,22.48999973,3395,0,16.95,0.030715935,0.495379159,NA,NA,wet
4/29/2022 20:15,2022-04-30T01:15:00Z,41.897808,22.46027782,3395,0,16.825,0.031295856,0.504731986,NA,NA,wet
4/29/2022 20:30,2022-04-30T01:30:00Z,41.870376,22.32696137,3395,0,16.7,0.0312501,0.503994036,NA,NA,wet
4/29/2022 20:45,2022-04-30T01:45:00Z,41.891712,22.43059087,3395,0,16.575,0.031353979,0.505669381,NA,NA,wet
4/29/2022 21:00,2022-04-30T02:00:00Z,41.861232,22.28267932,3395,0,16.45,0.030649123,0.494301625,NA,NA,wet
4/29/2022 21:15,2022-04-30T02:15:00Z,41.885616,22.40093885,3395,0,16.325,0.031392815,0.506295718,NA,NA,wet
4/29/2022 21:30,2022-04-30T02:30:00Z,41.885616,22.40093885,3395,0,16.2,0.030530515,0.492388743,NA,NA,wet
4/29/2022 21:45,2022-04-30T02:45:00Z,41.867328,22.31219199,3395,0,16.075,0.030542493,0.492581932,NA,NA,wet
4/29/2022 22:00,2022-04-30T03:00:00Z,41.858184,22.26793601,3395,0,15.95,0.030579541,0.493179434,NA,NA,wet
4/29/2022 22:15,2022-04-30T03:15:00Z,41.852088,22.23847545,3395,0,15.888,0.030957993,0.499283015,NA,NA,wet
4/29/2022 22:30,2022-04-30T03:30:00Z,41.8338,22.15030177,3395,0,15.763,0.030809024,0.496880472,NA,NA,wet
4/29/2022 22:45,2022-04-30T03:45:00Z,41.852088,22.23847545,3395,0,15.638,0.030740524,0.495775728,NA,NA,wet
4/29/2022 23:00,2022-04-30T04:00:00Z,41.858184,22.26793601,3395,0,15.513,0.030520059,0.492220115,NA,NA,wet
4/29/2022 23:15,2022-04-30T04:15:00Z,41.830752,22.13563644,3395,0,15.45,0.030398153,0.490254043,NA,NA,wet
4/29/2022 23:30,2022-04-30T04:30:00Z,41.839896,22.17965836,3395,0,15.325,0.030852612,0.49758345,NA,NA,wet
4/29/2022 23:45,2022-04-30T04:45:00Z,41.812464,22.04782583,3395,0,15.263,0.029287688,0.47234473,NA,NA,wet
4/30/2022 0:00,2022-04-30T05:00:00Z,NA,NA,3395,0,15.138,0.029551095,0.476592905,NA,NA,wet
4/30/2022 0:15,2022-04-30T05:15:00Z,41.821608,22.09169231,3395,0,15.075,0.030712328,0.49532099,NA,NA,wet
4/30/2022 0:30,2022-04-30T05:30:00Z,41.824656,22.10633172,3395,0,15.013,0.030121451,0.485791458,NA,NA,wet
NA,2022-04-30T05:45:00Z,41.845992,22.20904957,3395,0,NA,0.030230591,0.48755165,NA,NA,wet
4/30/2022 1:00,2022-04-30T06:00:00Z,41.842944,22.19434964,3395,0,14.825,NA,NA,NA,NA,wet
4/30/2022 1:15,2022-04-30T06:15:00Z,41.839896,22.17965836,3395,0,14.763,0.028596655,0.461199927,NA,NA,wet
4/30/2022 1:30,2022-04-30T06:30:00Z,41.830752,22.13563644,3395,0,14.7,0.030654284,0.494384868,NA,NA,wet
4/30/2022 1:45,2022-04-30T06:45:00Z,41.830752,22.13563644,3395,0,14.638,0.030801441,0.496758173,NA,NA,wet
NA,2022-04-30T07:00:00Z,41.827704,22.12097976,3395,0,NA,0.030476222,0.491513127,NA,NA,wet
4/30/2022 2:15,2022-04-30T07:15:00Z,41.830752,22.13563644,3395,0,14.513,NA,NA,NA,NA,wet
4/30/2022 2:30,2022-04-30T07:30:00Z,41.8338,22.15030177,3395,0,14.45,0.031297178,0.504753304,NA,NA,wet
4/30/2022 2:45,2022-04-30T07:45:00Z,41.794176,21.96032536,3395,0,14.388,0.030109923,0.485605533,NA,NA,wet
